0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99
19, 34, 26, 83, 11, 3, 85, 85, 5, 93, 84, 16, 93, 56, 37, 52, 58, 91, 64, 94, 61, 55, 46, 23, 21, 53, 95, 22, 58, 14, 2, 77, 24, 27, 54, 11, 7, 10, 95, 11, 103, 51, 26, 67, 1, 40, 13, 36, 2, 54, 1, 39, 3, 47, 62, 24, 99, 51, 22, 51, 42, 23, 104, 42, 26, 29, 30, 32, 39, 101, 19, 13, 46, 22, 79, 24, 61, 68, 36, 62, 16, 36, 100, 101, 59, 33, 101, 29, 61, 4687, 57, 79, 16, 55, 15, 41, 84, 44, 50, 99
17, 45, 6, 62, 66, 61, 85, 21, 105, 97, 59, 16, 28, 31, 93, 63, 63, 88, 92, 18, 104, 43, 96, 14, 97, 88, 31, 52, 3, 57, 45, 19, 102, 27, 58, 62, 87, 14, 60, 87, 6, 13, 79, 10, 20, 66, 72, 83, 25, 58, 77, 23, 100, 45, 13, 69, 4, 43, 15, 88, 100, 60, 84, 73, 86, 36, 29, 45, 49, 65, 3, 54, 55, 58, 63, 74, 100, 7, 28, 19, 64, 105, 41, 36, 21, 30, 104, 1, 72, 95, 5222, 43, 26, 66, 10, 7, 78, 16, 28, 22
80, 30, 52, 29, 64, 92, 80, 58, 98, 2, 76, 33, 83, 93, 68, 103, 17, 43, 80, 65, 33, 40, 85, 35, 105, 94, 41, 78, 86, 45, 76, 38, 51, 22, 43, 9, 8, 17, 66, 82, 19, 13, 10, 101, 105, 54, 76, 98, 74, 50, 58, 1, 66, 37, 12, 66, 2, 53, 15, 65, 74, 90, 102, 20, 88, 16, 28, 96, 33, 71, 49, 51, 83, 58, 23, 60, 7, 98, 29, 80, 20, 63, 57, 85, 99, 68, 22, 78, 97, 13, 14, 5631, 102, 92, 62, 62, 2, 89, 29, 34
54, 77, 61, 32, 30, 61, 68, 13, 30, 96, 69, 49, 54, 102, 6, 24, 41, 4, 78, 33, 17, 91, 75, 95, 77, 31, 28, 56, 96, 56, 66, 45, 28, 22, 53, 57, 82, 97, 46, 6, 87, 9, 32, 12, 87, 14, 36, 22, 99, 90, 31, 92, 76, 105, 59, 24, 7, 86, 56, 80, 37, 17, 19, 64, 15, 48, 97, 73, 16, 14, 55, 102, 104, 86, 91, 85, 76, 21, 1, 47, 5, 32, 33, 57, 8, 91, 58, 97, 49, 8, 71, 85, 5124, 66, 20, 15, 8, 11, 87, 23
24, 37, 101, 104, 99, 86, 83, 47, 83, 83, 93, 65, 91, 102, 16, 76, 88, 50, 67, 31, 35, 32, 92, 35, 97, 6, 50, 81, 98, 8, 80, 98, 44, 75, 96, 15, 33, 73, 61, 10, 27, 48, 74, 13, 21, 67, 88, 85, 93, 26, 92, 22, 57, 78, 57, 25, 83, 83, 105, 75, 90, 79, 67, 29, 25, 34, 20, 57, 1, 80, 44, 28, 104, 12, 17, 19, 55, 81, 104, 43, 1, 90, 64, 57, 40, 97, 81, 99, 74, 57, 69, 59, 30, 5971, 64, 54, 41, 83, 88, 18
34, 26, 45, 32, 14, 38, 27, 69, 13, 2, 88, 13, 92, 46, 46, 3, 15, 103, 101, 88, 54, 41, 18, 60, 48, 58, 91, 65, 35, 73, 59, 45, 75, 81, 76, 88, 13, 80, 28, 3, 81, 10, 97, 44, 33, 38, 46, 47, 12, 42, 6, 43, 82, 24, 79, 1, 81, 64, 42, 93, 8, 101, 32, 82, 76, 85, 42, 88, 59, 69, 67, 34, 56, 59, 78, 88, 73, 18, 29, 61, 59, 34, 103, 13, 34, 77, 13, 10, 12, 55, 79, 20, 50, 5, 5156, 102, 89, 14, 61, 42
60, 23, 53, 10, 81, 25, 97, 48, 19, 102, 3, 55, 7, 83, 67, 41, 31, 56, 27, 42, 5, 105, 61, 31, 4, 11, 27, 70, 24, 88, 88, 83, 87, 35, 69, 62, 36, 60, 86, 32, 33, 65, 86, 40, 19, 24, 80, 49, 79, 83, 91, 61, 82, 23, 68, 62, 33, 72, 3, 57, 31, 91, 11, 12, 20, 80, 73, 33, 11, 30, 64, 44, 71, 44, 83, 90, 44, 34, 33, 99, 11, 18, 31, 69, 41, 99, 2, 73, 65, 5, 1, 72, 95, 94, 83, 5140, 68, 27, 18, 55
56, 58, 98, 21, 78, 75, 5, 16, 85, 15, 92, 72, 32, 17, 35, 49, 10, 37, 99, 51, 18, 76, 17, 7, 64, 76, 74, 3, 102, 69, 58, 29, 21, 50, 50, 99, 102, 31, 91, 81, 22, 77, 48, 31, 94, 59, 79, 80, 72, 49, 3, 89, 20, 101, 72, 83, 72, 41, 86, 45, 4, 38, 74, 1, 64, 100, 76, 60, 2, 62, 13, 24, 10, 37, 54, 80, 95, 4, 55, 62, 53, 34, 22, 49, 29, 94, 3, 77, 6, 88, 17, 91, 102, 90, 91, 38, 5470, 62, 97, 62
100, 4, 85, 86, 40, 10, 61, 7, 96, 92, 45, 43, 20, 66, 68, 25, 31, 70, 102, 36, 30, 13, 21, 3, 79, 89, 40, 34, 22, 32, 72, 98, 12, 29, 78, 29, 38, 10, 35, 28, 101, 56, 47, 97, 16, 9, 99, 47, 56, 95, 59, 85, 84, 57, 64, 34, 40, 104, 44, 61, 7, 10, 30, 18, 38, 2, 23, 76, 12, 34, 80, 89, 89, 104, 58, 105, 7, 51, 23, 39, 17, 58, 100, 100, 9, 59, 5, 25, 57, 48, 62, 63, 57, 91, 57, 95, 93, 5214, 42, 81
90, 98, 41, 74, 96, 75, 73, 80, 20, 72, 13, 13, 24, 8, 7, 10, 66, 93, 34, 99, 35, 96, 33, 92, 58, 66, 58, 45, 17, 99, 102, 2, 91, 15, 75, 59, 89, 19, 33, 4, 67, 45, 98, 67, 29, 105, 76, 71, 69, 87, 64, 104, 54, 73, 90, 6, 34, 42, 28, 27, 12, 1, 28, 79, 15, 79, 32, 104, 74, 64, 84, 35, 86, 76, 102, 9, 52, 49, 80, 16, 30, 15, 14, 83, 88, 80, 66, 98, 98, 93, 19, 86, 93, 24, 59, 3, 102, 68, 5789, 71
3, 61, 82, 88, 8, 78, 97, 60, 22, 48, 52, 28, 39, 65, 88, 21, 16, 48, 95, 8, 12, 91, 93, 104, 9, 23, 83, 87, 90, 60, 29, 93, 97, 6, 52, 82, 60, 20, 36, 81, 67, 64, 86, 1, 105, 68, 103, 15, 92, 70, 104, 103, 55, 91, 101, 63, 90, 56, 44, 52, 92, 50, 16, 61, 55, 67, 37, 9, 87, 49, 67, 25, 7, 47, 2, 6, 91, 105, 102, 77, 69, 100, 74, 100, 62, 46, 57, 46, 101, 77, 74, 88, 21, 89, 20, 75, 28, 56, 61, 5976
299730, 246962, 261438, 310855, 254829, 230814, 194223, 244363, 245515, 135821, 414062, 182879, 164180, 210618, 242171, 292849, 253860, 251586, 150166, 202009, 257066, 195394, 292265, 375531, 350252, 411931, 255881, 376843, 389952, 179772, 441298, 169533, 294232, 166241, 316886, 371700, 224688, 344265, 390709, 292119, 299063, 387010, 271636, 302451, 390083, 306755, 400912, 204701, 384881, 398579, 198416, 184959, 399011, 325152, 422572, 303926, 240194, 176539, 255504, 425382, 241843, 234117, 169377, 413759, 181537, 225938, 256499, 235735, 421266, 223119, 378541, 200401, 304750, 205041, 405901, 302717, 316443, 246531, 279934, 264077, 171987, 299579, 278995, 403405, 172865, 190403, 217692, 210116, 206848, 256795, 226191, 320083, 306245, 207322, 189145, 325571, 236322, 304292, 443527, 221055
